Timestamp     , Test Name                               , Test Value                    , Test Result    , Valve Name,Test Details
20250211123622,                                Open Flow,             1193.9905236907737,            Fail,          F3,
20250211123648,                                Open Flow,             1214.0648881239267,            Fail,          F3,
20250211123713,                                Open Flow,              1192.807537688445,            Fail,          F3,
20250211123739,                                Open Flow,             1230.7725352112677,            Fail,          F3,
20250211123804,                                Open Flow,             1210.4668341708546,            Fail,          F3,
20250211123830,                                Open Flow,             1252.0771929824566,            Fail,          F3,
20250211123856,                                Open Flow,              1227.554347826087,            Fail,          F3,
20250211123921,                                Open Flow,             1231.7010050251267,            Fail,          F3,
20250211123947,                                Open Flow,               1194.11755319149,            Fail,          F3,
20250211124012,                                Open Flow,               1204.34405360134,            Fail,          F3,
20250211124038,                                Open Flow,              1195.238111888112,            Fail,          F3,
20250211124104,                                Open Flow,             1223.5475711892805,            Fail,          F3,
20250211124129,                                Open Flow,              1185.888067226892,            Fail,          F3,
20250211124155,                                Open Flow,             1161.2846607669612,            Fail,          F3,
20250211124220,                                Open Flow,             1231.3750418760467,            Fail,          F3,
20250211124246,                                Open Flow,              1220.128771929824,            Fail,          F3,
20250211124246,                  Open Flow Repeatability,            -1.3182336755561082,            Fail,          F3,At least x1 Open Flow Test Failed
20250211124322,                              Closed Flow,            0.08241206030150765,            Pass,          F3,
20250211133434,                              Closed Flow,            0.17525773195876287,            Pass,          F3,
20250211133500,                              Closed Flow,            0.06264656616415411,            Pass,          F3,
20250211133525,                              Closed Flow,            0.01976549413735342,            Pass,          F3,
20250211133551,                              Closed Flow,            -0.5237597911227154,            Pass,          F3,
20250211133617,                              Closed Flow,             -0.687939698492462,            Pass,          F3,
20250211133642,                              Closed Flow,            -0.3464788732394369,            Pass,          F3,
20250211133708,                              Closed Flow,           -0.22479061976549408,            Pass,          F3,
20250211133733,                              Closed Flow,           -0.17844611528822055,            Pass,          F3,
20250211133759,                              Closed Flow,           -0.13165829145728639,            Pass,          F3,
20250211133825,                              Closed Flow,           -0.16800670016750424,            Pass,          F3,
20250211133850,                              Closed Flow,          -0.031937172774869176,            Pass,          F3,
20250211133916,                              Closed Flow,           -0.03199329983249589,            Pass,          F3,
20250211133942,                              Closed Flow,           0.015845070422535194,            Pass,          F3,
20250211134007,                              Closed Flow,            0.03701842546063648,            Pass,          F3,
20250211134033,                              Closed Flow,           0.045669291338582683,            Pass,          F3,
20250211134058,                              Closed Flow,           -0.08749999999999998,            Pass,          F3,
20250211134124,                              Closed Flow,            0.05293132328308202,            Pass,          F3,
20250211134150,                              Closed Flow,            0.10809859154929576,            Pass,          F3,
20250211134215,                              Closed Flow,            0.11557788944723599,            Pass,          F3,
20250211134241,                              Closed Flow,             0.1633451957295374,            Pass,          F3,
20250211134241,                Closed Flow Repeatability,           0.017194608396943284,            Pass,          F3,
20250211134535,                                Open Flow,             1387.3953098827467,            Fail,          F3,
20250211134601,                              Closed Flow,             0.1815850815850814,            Pass,          F3,
20250211135012,                                Open Flow,              1362.011459667094,            Fail,          F3,
20250211135057,                              Closed Flow,           0.036034575904916356,            Pass,          F3,
20250211135057,                         Valve Cycle Test,                            100,            Pass,          F3,
20250211135756,                              Closed Flow,            -0.2326612903225807,            Pass,          F3,
20250211135904,                       Valve Ramp Up Time,            0.06377434730529785,            Pass,          F3,
20250211140109,                     Valve Ramp Down Time,            0.09549641609191895,            Pass,          F3,
20250211140259,                     Valve Ramp Down Time,             0.0956718921661377,            Pass,          F3,
20250211140316,                     Valve Ramp Down Time,            0.07983160018920898,            Pass,          F3,
20250211140333,                     Valve Ramp Down Time,            0.07956933975219727,            Pass,          F3,
20250211140349,                     Valve Ramp Down Time,            0.09583687782287598,            Pass,          F3,
20250211140406,                     Valve Ramp Down Time,            0.07970905303955078,            Pass,          F3,
20250211140422,                     Valve Ramp Down Time,            0.07948088645935059,            Pass,          F3,
20250211140439,                     Valve Ramp Down Time,             0.0801706314086914,            Pass,          F3,
20250211140455,                     Valve Ramp Down Time,            0.03183889389038086,            Pass,          F3,
20250211140512,                     Valve Ramp Down Time,            0.08020877838134766,            Pass,          F3,
20250211140528,                     Valve Ramp Down Time,            0.07975578308105469,            Pass,          F3,
20250211140529,       Valve Ramp Down Time Repeatability,          -0.002584750724561286,            Pass,          F3,
20250211140700,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140717,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140733,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140750,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140807,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140823,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140840,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140856,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140913,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140929,                       Valve Ramp Up Time,                              2,            Fail,          F3,
20250211140930,         Valve Ramp Up Time Repeatability,                            0.0,            Fail,          F3,at least x1 Ramp Up Time Test Failed
20250211141323,                              Prime Lines,                               ,                ,          F4,Prime lines for valve: F4
20250211141409,                                Open Flow,              9.885881435257406,            Fail,          F4,
20250211141454,                              Closed Flow,            -12.492569832402221,            Pass,          F4,
20250211141520,                                Open Flow,            -213.60632653061214,            Fail,          F4,
20250211141546,                              Closed Flow,            0.21976549413735333,            Pass,          F4,
20250211141957,                                Open Flow,           -0.11285791464073125,            Fail,          F4,
20250211142042,                              Closed Flow,            -0.1226134055517912,            Pass,          F4,
20250211142042,                         Valve Cycle Test,                            100,            Pass,          F4,
20250211142118,                                Open Flow,           -0.12042253521126801,            Fail,          F4,
20250211142144,                                Open Flow,           -0.12713567839196002,            Fail,          F4,
20250211142209,                                Open Flow,           -0.12231947483588715,            Fail,          F4,
20250211142235,                                Open Flow,           -0.12326454033771196,            Fail,          F4,
20250211142301,                                Open Flow,           -0.12680067001675063,            Fail,          F4,
20250211142326,                                Open Flow,           -0.12238805970149318,            Fail,          F4,
20250211142352,                                Open Flow,           -0.12361809045226178,            Fail,          F4,
20250211142418,                                Open Flow,           -0.12048611111111159,            Fail,          F4,
20250211142443,                                Open Flow,           -0.12663316582914608,            Fail,          F4,
20250211142509,                                Open Flow,           -0.12415169660678746,            Fail,          F4,
20250211142535,                                Open Flow,           -0.12525252525252625,            Fail,          F4,
20250211142600,                                Open Flow,            -0.1219430485762149,            Fail,          F4,
20250211142626,                                Open Flow,           -0.12323943661971873,            Fail,          F4,
20250211142651,                                Open Flow,           -0.12311557788944781,            Fail,          F4,
20250211142717,                                Open Flow,            -0.1207188160676542,            Fail,          F4,
20250211142743,                                Open Flow,           -0.12218045112782054,            Fail,          F4,
20250211142808,                                Open Flow,           -0.12194304857621492,            Fail,          F4,
20250211142834,                                Open Flow,           -0.12581699346405292,            Fail,          F4,
20250211142859,                                Open Flow,           -0.12512562814070383,            Fail,          F4,
20250211142925,                                Open Flow,           -0.12500000000000067,            Fail,          F4,
20250211142925,                  Open Flow Repeatability,        -1.4675397928637325e-05,            Fail,          F4,At least x1 Open Flow Test Failed
20250211143001,                              Closed Flow,           -0.12495812395309931,            Pass,          F4,
20250211143027,                              Closed Flow,            -0.1271551724137941,            Pass,          F4,
20250211143053,                              Closed Flow,            -0.1278481012658234,            Pass,          F4,
20250211143118,                              Closed Flow,           -0.12931323283082113,            Pass,          F4,
20250211143144,                              Closed Flow,           -0.13204225352112722,            Pass,          F4,
20250211143209,                              Closed Flow,           -0.14472361809045248,            Pass,          F4,
20250211143235,                              Closed Flow,           -0.16220735785953244,            Pass,          F4,
20250211143301,                              Closed Flow,           -0.19832495812395395,            Pass,          F4,
20250211143326,                              Closed Flow,           -0.25916030534351153,            Pass,          F4,
20250211143352,                              Closed Flow,            -0.4924124513618681,            Pass,          F4,
20250211143418,                              Closed Flow,             0.1402010050251253,            Pass,          F4,
20250211143443,                              Closed Flow,              97.81936619718311,            Fail,          F4,
20250211143509,                              Closed Flow,             6.2500837520938015,            Pass,          F4,
20250211143535,                              Closed Flow,            -0.1996960486322189,            Pass,          F4,
20250211143600,                              Closed Flow,            -0.3242881072026803,            Pass,          F4,
20250211143626,                              Closed Flow,           -0.08190954773869354,            Pass,          F4,
20250211143652,                              Closed Flow,           -0.06578073089700998,            Pass,          F4,
20250211143717,                              Closed Flow,             0.1541038525963147,            Pass,          F4,
20250211143743,                              Closed Flow,            0.08133802816901405,            Pass,          F4,
20250211143809,                              Closed Flow,            0.06834170854271364,            Pass,          F4,
20250211143809,                Closed Flow Repeatability,              0.254177051204243,            Fail,          F4,
20250211143855,                              Closed Flow,           -0.05275862068965519,            Pass,          F4,
20250211143911,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211143938,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211143955,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144011,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144028,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144044,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144101,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144117,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144134,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144150,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144207,                       Valve Ramp Up Time,                              2,            Fail,          F4,
20250211144207,         Valve Ramp Up Time Repeatability,                            0.0,            Fail,          F4,at least x1 Ramp Up Time Test Failed
20250211144224,                     Valve Ramp Down Time,           0.015659809112548828,            Pass,          F4,
20250211144250,                     Valve Ramp Down Time,           0.015994548797607422,            Pass,          F4,
20250211144443,                              Prime Lines,                               ,                ,          F4,Prime lines for valve: F4
20250211144529,                                Open Flow,             1956.0825021132714,            Pass,          F4,
20250211144614,                              Closed Flow,         -0.0005835156819839713,            Pass,          F4,
20250211144640,                                Open Flow,             2027.7113902847577,            Pass,          F4,
20250211144706,                              Closed Flow,            0.04304812834224594,            Pass,          F4,
20250211145117,                                Open Flow,             1963.5446115288248,            Pass,          F4,
20250211145202,                              Closed Flow,           0.013452188006483016,            Pass,          F4,
20250211145202,                         Valve Cycle Test,                            100,            Pass,          F4,
20250211145238,                                Open Flow,              2047.757718120806,            Pass,          F4,
20250211145304,                                Open Flow,             1962.4056951423772,            Pass,          F4,
20250211145329,                                Open Flow,             1975.8114213197987,            Pass,          F4,
20250211145355,                                Open Flow,             1921.8886097152433,            Pass,          F4,
20250211145420,                                Open Flow,              2003.827112676057,            Pass,          F4,
20250211145446,                                Open Flow,             2002.1020100502515,            Pass,          F4,
20250211145512,                                Open Flow,              1979.095131086142,            Pass,          F4,
20250211145537,                                Open Flow,             2010.5917999999974,            Pass,          F4,
20250211145603,                                Open Flow,             1977.2762144053604,            Pass,          F4,
